GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JPMML evaluator,org.jpmml.evaluator,Functions.new AbstractFunction() {...},19,81,2,6,2,15,2,5,0,3
JPMML evaluator,org.jpmml.evaluator,Functions.new AbstractFunction() {...},0,34,0,0,0,6,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,AffinityDistribution,25,27,2,2,7,9,7,4,5,4
JPMML evaluator,org.jpmml.evaluator,Functions.new AbstractFunction() {...},0,34,0,0,0,7,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new AbstractFunction() {...},19,35,0,0,2,7,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,ValueFactory,0,3,0,0,0,1,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,SimpleFloatVector,74,0,2,0,19,0,11,0,10,0
JPMML evaluator,org.jpmml.evaluator,DoubleVector,0,28,0,0,0,5,0,5,0,5
JPMML evaluator,org.jpmml.evaluator,XPathUtil,23,111,5,11,8,21,6,7,1,4
JPMML evaluator,org.jpmml.evaluator,TypeAnalysisException,16,0,0,0,8,0,4,0,4,0
JPMML evaluator,org.jpmml.evaluator,MiningFieldUtil,5,39,1,7,3,15,2,4,1,1
JPMML evaluator,org.jpmml.evaluator,ComplexPeriod,0,16,0,0,0,7,0,3,0,3
JPMML evaluator,org.jpmml.evaluator,FieldValueUtil,222,774,53,119,58,212,51,74,3,30
JPMML evaluator,org.jpmml.evaluator,ReportingComplexDoubleVector,181,0,2,0,25,0,13,0,12,0
JPMML evaluator,org.jpmml.evaluator,CategoricalValue,0,47,0,5,0,11,0,8,0,5
JPMML evaluator,org.jpmml.evaluator,CategoricalValue.CategoricalBoolean,15,31,0,0,4,9,0,4,0,4
JPMML evaluator,org.jpmml.evaluator,TargetUtil,70,351,27,49,19,89,28,25,1,12
JPMML evaluator,org.jpmml.evaluator,Functions.new ComparisonFunction() {...},0,11,0,2,0,2,0,3,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new ComparisonFunction() {...},0,11,0,2,0,2,0,3,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new EqualityFunction() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new EqualityFunction() {...},1,10,1,1,0,2,1,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new ComparisonFunction() {...},0,11,0,2,0,2,0,3,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new ComparisonFunction() {...},0,11,0,2,0,2,0,3,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new BinaryBooleanFunction() {...},0,11,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new ValueListFunction() {...},1,10,1,1,0,2,1,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new ValueListFunction() {...},1,10,1,1,0,2,1,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new BinaryBooleanFunction() {...},0,11,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new UnaryBooleanFunction() {...},0,12,0,2,0,2,0,3,0,2
JPMML evaluator,org.jpmml.evaluator,Numbers,0,31,0,0,0,10,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,ValueFactoryFactory.FloatValueFactory,23,19,2,0,5,4,4,4,3,4
JPMML evaluator,org.jpmml.evaluator,VoteDistribution,28,36,2,2,6,11,4,3,3,2
JPMML evaluator,org.jpmml.evaluator,MeasureUtil.new Object() {...},5,35,0,0,0,1,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,AffinityDistribution.new Object() {...},2,17,0,0,0,1,0,1,0,1
JPMML evaluator,org.jpmml.evaluator,ReportingValueFactoryFactory.ReportingFloatValueFactory,29,20,2,0,5,4,4,3,3,3
JPMML evaluator,org.jpmml.evaluator,Classification.Type.new Classification.Type() {...},3,8,0,0,1,1,1,1,1,1
JPMML evaluator,org.jpmml.evaluator,ReportingSimpleDoubleVector,179,0,2,0,25,0,13,0,12,0
JPMML evaluator,org.jpmml.evaluator,Functions.new MathFunction() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new AbstractFunction() {...},0,38,0,0,0,7,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,EvaluatorUtil,17,287,5,31,5,74,5,21,1,7
JPMML evaluator,org.jpmml.evaluator,Functions.new FpMathFunction() {...},5,4,0,0,1,1,1,1,1,1
JPMML evaluator,org.jpmml.evaluator,Functions.new FpMathFunction() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new AbstractFunction() {...},0,41,0,2,0,7,0,3,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new MathFunction() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,EntityUtil,3,71,0,6,2,19,1,8,1,5
JPMML evaluator,org.jpmml.evaluator,FunctionRegistry,44,80,3,9,15,26,8,7,5,4
JPMML evaluator,org.jpmml.evaluator,Functions.new MathFunction() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,OrdinalValue,42,91,9,9,9,24,7,12,2,8
JPMML evaluator,org.jpmml.evaluator,FunctionUtil,26,380,4,14,6,34,5,9,1,4
JPMML evaluator,org.jpmml.evaluator,Functions.new ValueFunction() {...},0,11,0,2,0,2,0,3,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new ValueFunction() {...},0,11,0,2,0,2,0,3,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new MathFunction() {...},0,10,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator,Functions.new MathFunction() {...},5,4,0,0,1,1,1,1,1,1
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.IdentifierLoader,0,11,0,0,0,3,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.InstanceResult.Distance,12,16,1,1,2,4,2,2,1,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.FieldLoader,0,39,0,0,0,14,0,6,0,6
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Function() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new VoteAggregator() {...},0,10,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Callable() {...},0,10,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Function() {...},6,25,1,1,1,4,1,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Function() {...},0,9,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Maps.EntryTransformer() {...},0,6,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Callable() {...},0,10,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Object() {...},12,93,0,0,0,5,0,1,0,1
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.new Callable() {...},0,10,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.DerivedFieldLoader,24,0,0,0,8,0,4,0,4,0
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.InstanceResult,0,29,0,0,0,12,0,5,0,5
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.DataFieldLoader,0,39,0,0,0,13,0,6,0,6
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator,204,943,36,74,43,228,37,46,2,22
JPMML evaluator,org.jpmml.evaluator.nearest_neighbor,NearestNeighborModelEvaluator.InstanceResult.Similarity,18,6,2,0,4,2,3,1,2,1
JPMML evaluator,org.jpmml.evaluator.association,Association,22,114,1,7,6,36,3,13,2,9
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator,89,504,13,53,19,122,16,34,3,14
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.new Object() {...},3,31,0,0,0,3,0,1,0,1
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.new Association() {...},0,21,0,0,0,4,0,4,0,4
JPMML evaluator,org.jpmml.evaluator.association,AssociationModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.association,Association.new Object() {...},3,23,0,0,0,1,0,1,0,1
JPMML evaluator,org.jpmml.evaluator.naive_bayes,ProbabilityMap,9,23,0,2,3,7,1,3,1,2
JPMML evaluator,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator,113,510,27,59,24,139,27,31,2,13
JPMML evaluator,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator.new CacheLoader() {...},0,7,0,0,0,2,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator.new Object() {...},2,21,0,0,0,2,0,1,0,1
JPMML evaluator,org.jpmml.evaluator.naive_bayes,NaiveBayesModelEvaluator.new ProbabilityMap() {...},0,22,0,0,0,5,0,3,0,3
JPMML evaluator,org.jpmml.evaluator.functions,AbstractFunction,52,61,4,10,4,20,4,11,0,8
JPMML evaluator,org.jpmml.evaluator.functions,FpMathFunction,0,7,0,0,0,3,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.functions,StringFunction,0,23,0,0,0,6,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.functions,UnaryBooleanFunction,0,23,0,0,0,6,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.functions,ValueFunction,0,23,0,0,0,6,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.functions,ComparisonFunction,0,29,0,0,0,7,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.functions,MathFunction,0,30,0,0,0,8,0,3,0,3
JPMML evaluator,org.jpmml.evaluator.functions,ArithmeticFunction,0,50,0,4,0,13,0,4,0,2
JPMML evaluator,org.jpmml.evaluator.functions,ValueListFunction,0,30,0,0,0,7,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.functions,EqualityFunction,0,29,0,0,0,7,0,2,0,2
JPMML evaluator,org.jpmml.evaluator.functions,AbstractFunction.new Object() {...},1,11,0,0,0,1,0,1,0,1
JPMML evaluator,org.jpmml.evaluator.functions,BinaryBooleanFunction,0,36,0,2,0,7,0,3,0,2
JPMML evaluator,org.jpmml.evaluator.functions,AggregateFunction,5,58,1,5,1,15,1,5,0,3
JPMML evaluator,org.jpmml.evaluator.functions,TrigonometricFunction,0,31,0,2,0,8,0,3,0,2
JPMML evaluator,org.jpmml.evaluator.rule_set,SimpleRuleScoreDistribution,16,28,2,2,5,11,4,3,2,3
JPMML evaluator,org.jpmml.evaluator.rule_set,RuleSetModelEvaluator.new Object() {...},5,43,0,0,0,3,0,1,0,1
JPMML evaluator,org.jpmml.evaluator.rule_set,RuleSetModelEvaluator.new CacheLoader() {...},5,70,1,5,1,18,1,6,0,4
JPMML evaluator,org.jpmml.evaluator.rule_set,RuleSetModelEvaluator,58,307,13,35,12,80,15,19,2,7
JPMML evaluator,org.jpmml.evaluator.neural_network,NeuralNetworkEvaluator,877,0,126,0,236,0,76,0,12,0
JPMML evaluator,org.jpmml.evaluator.neural_network,NeuralNetworkUtil,76,0,20,0,27,0,20,0,3,0
JPMML evaluator,org.jpmml.evaluator.neural_network,NeuronProbabilityDistribution,12,0,0,0,4,0,3,0,3,0
JPMML evaluator,org.jpmml.evaluator.neural_network,NeuralNetworkEvaluator.new CacheLoader() {...},69,0,6,0,15,0,5,0,2,0
JPMML evaluator,org.jpmml.evaluator.neural_network,NeuralNetworkEvaluator.new Object() {...},157,0,0,0,4,0,1,0,1,0
JPMML evaluator,org.jpmml.evaluator.neural_network,NeuralNetworkUtil.new Object() {...},121,0,0,0,2,0,1,0,1,0
